"name","pos","sourceName","name_cbs","team_cbs","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp","points"
"ANDREWLUCK","QB","cbs","Andrew Luck","IND",1,1,643,391,4834,33.4,15.8,61,316,3,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.6
"PEYTONMANNING","QB","cbs","Peyton Manning","DEN",2,2,616,408,4913,36.4,13.8,24.5,39,0.3,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.2
"AARONRODGERS","QB","cbs","Aaron Rodgers","GB",3,3,524,341,4250,33.4,11.4,43.5,248,1.7,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.2
"RUSSELLWILSON","QB","cbs","Russell Wilson","SEA",4,4,426,267,3597,25.5,13.9,105,750,4.1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.8
"DREWBREES","QB","cbs","Drew Brees","NO",5,5,629,439,5089,28.6,17.1,28.1,71,1.4,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.6
"BENROETHLISBERGER","QB","cbs","Ben Roethlisberger","PIT",6,6,615,407,4865,28.9,12.9,30.2,62,0.3,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.8
"CAMNEWTON","QB","cbs","Cam Newton","CAR",7,7,513,309,3727,23.3,16.9,119,641,5.2,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.2
"TONYROMO","QB","cbs","Tony Romo","DAL",8,8,477,321,4104,32.4,12,24.9,67,0.3,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327
"MATTRYAN","QB","cbs","Matt Ryan","ATL",9,9,673,444,4993,28.1,18.7,24.1,140,0.3,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.8
"JOEFLACCO","QB","cbs","Joe Flacco","BAL",10,10,589,358,4147,29.9,15.4,40.7,102,1.8,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318
"JAYCUTLER","QB","cbs","Jay Cutler","CHI",11,11,603,390,4109,29.1,19.4,38.5,201,2,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.2
"MATTHEWSTAFFORD","QB","cbs","Matthew Stafford","DET",12,12,631,380,4584,26,14.5,39.8,102,1.9,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.8
"ELIMANNING","QB","cbs","Eli Manning","NYG",13,13,577,365,4451,27.8,17,13.8,35.1,0.8,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302
"RYANTANNEHILL","QB","cbs","Ryan Tannehill","MIA",14,14,586,376,4095,24.9,15.2,49.4,302,0.9,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.2
"PHILIPRIVERS","QB","cbs","Philip Rivers","SD",15,15,552,362,4177,26.9,19.6,34.2,103,0.3,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.6
"COLINKAEPERNICK","QB","cbs","Colin Kaepernick","SF",16,16,466,277,3342,19.6,13.1,103,682,1.9,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280
"SAMBRADFORD","QB","cbs","Sam Bradford","PHI",17,17,489,305,3915,26,13.1,42.7,132,0.5,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.8
"TEDDYBRIDGEWATER","QB","cbs","Teddy Bridgewater","MIN",18,18,513,328,3867,23.8,18.9,56,284,1.5,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.6
"CARSONPALMER","QB","cbs","Carson Palmer","ARZ",19,19,551,319,4003,25.1,12.3,23.7,54,0.2,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.4
"ALEXSMITH","QB","cbs","Alex Smith","KC",20,20,471,297,3179,23.5,11.4,60,341,1,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.6
"TOMBRADY","QB","cbs","Tom Brady","NE",21,21,457,284,3225,24,9.9,28.3,39.8,0.7,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.6
"ANDYDALTON","QB","cbs","Andy Dalton","CIN",22,22,509,313,3537,21.9,19.8,60,198,3,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246
"JAMEISWINSTON","QB","cbs","Jameis Winston","TB",23,23,519,297,3711,22.5,19.1,31,134,0.9,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.8
"BLAKEBORTLES","QB","cbs","Blake Bortles","JAC",24,24,582,333,3631,18.7,24.5,63,489,0.6,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.6
"DEREKCARR","QB","cbs","Derek Carr","OAK",25,25,595,341,3422,22.7,16.6,31.1,108,0.3,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.4
"LEVEONBELL","RB","cbs","Le'Veon Bell","PIT",1,26,NA,NA,NA,NA,NA,269,1187,8.5,66,656,1.8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.2
"NICKFOLES","QB","cbs","Nick Foles","STL",26,27,481,299,3377,22.1,19.5,37.6,147,1.2,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228
"JAMAALCHARLES","RB","cbs","Jamaal Charles","KC",2,28,NA,NA,NA,NA,NA,219,1052,9.9,47.9,389,7.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.8
"MARSHAWNLYNCH","RB","cbs","Marshawn Lynch","SEA",3,29,NA,NA,NA,NA,NA,263,1335,9.9,32.8,339,3.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.6
"SEATTLESEAHAWKS","DST","cbs","Seattle Seahawks","SEA",1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4618,41,0,20,15,21,3,NA,NA,NA,225
"EDDIELACY","RB","cbs","Eddie Lacy","GB",4,31,NA,NA,NA,NA,NA,290,1358,9.3,39.6,370,2.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.6
"MATTFORTE","RB","cbs","Matt Forte","CHI",5,32,NA,NA,NA,NA,NA,241,1011,7.5,92,728,3.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.8
"MARCUSMARIOTA","QB","cbs","Marcus Mariota","TEN",27,33,472,273,3434,19.3,16.8,31,133,0.8,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.6
"ROBERTGRIFFIN","QB","cbs","Robert Griffin III","WAS",28,34,447,288,3603,16,19.3,65,326,0.8,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.6
"ANTONIOBROWN","WR","cbs","Antonio Brown","PIT",1,35,NA,NA,NA,NA,NA,NA,NA,NA,122,1624,10.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
"CAROLINAPANTHERS","DST","cbs","Carolina Panthers","CAR",2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5612,46,0,19,16,22,5,NA,NA,NA,210
"DEMARYIUSTHOMAS","WR","cbs","Demaryius Thomas","DEN",2,37,NA,NA,NA,NA,NA,NA,NA,NA,106,1527,10.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.6
"CJANDERSON","RB","cbs","C.J. Anderson","DEN",6,38,NA,NA,NA,NA,NA,239,1086,9.7,46.7,439,2.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.8
"ODELLBECKHAM","WR","cbs","Odell Beckham","NYG",3,39,NA,NA,NA,NA,NA,NA,NA,NA,103,1367,12.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"ADRIANPETERSON","RB","cbs","Adrian Peterson","MIN",7,40,NA,NA,NA,NA,NA,297,1407,7.8,37.3,259,1.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.8
"DEZBRYANT","WR","cbs","Dez Bryant","DAL",4,41,NA,NA,NA,NA,NA,NA,NA,NA,84,1289,12.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.6
"KANSASCITYCHIEFS","DST","cbs","Kansas City Chiefs","KC",3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5784,42,1,17,12,17,5,NA,NA,NA,196
"HOUSTONTEXANS","DST","cbs","Houston Texans","HOU",4,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5681,40,0,20,13,18,4,NA,NA,NA,194
"BUFFALOBILLS","DST","cbs","Buffalo Bills","BUF",5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5014,47,0,18,11,16,4,NA,NA,NA,193
"DEMARCOMURRAY","RB","cbs","DeMarco Murray","PHI",8,45,NA,NA,NA,NA,NA,244,1107,11.2,48.9,368,0.7,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.6
"JOSHMCCOWN","QB","cbs","Josh McCown","CLE",29,46,419,235,3209,13.8,14.5,36.7,183,1.7,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191
"JORDYNELSON","WR","cbs","Jordy Nelson","GB",5,47,NA,NA,NA,NA,NA,NA,NA,NA,91,1355,10.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.4
"ARIZONACARDINALS","DST","cbs","Arizona Cardinals","ARZ",6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5480,40,1,17,11,15,4,NA,NA,NA,186
"JEREMYHILL","RB","cbs","Jeremy Hill","CIN",9,49,NA,NA,NA,NA,NA,265,1206,8.7,28.5,236,0.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.8
"BALTIMORERAVENS","DST","cbs","Baltimore Ravens","BAL",7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5263,45,1,15,13,17,2,NA,NA,NA,179
"CALVINJOHNSON","WR","cbs","Calvin Johnson","DET",6,51,NA,NA,NA,NA,NA,NA,NA,NA,87,1264,10,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.4
"LESEANMCCOY","RB","cbs","LeSean McCoy","BUF",10,52,NA,NA,NA,NA,NA,303,1341,6.8,31,207,0.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.8
"LAMARMILLER","RB","cbs","Lamar Miller","MIA",11,53,NA,NA,NA,NA,NA,253,1248,6.9,37.9,286,0.8,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.6
"RANDALLCOBB","WR","cbs","Randall Cobb","GB",7,54,NA,NA,NA,NA,NA,NA,NA,NA,92,1244,10.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176
"CINCINNATIBENGALS","DST","cbs","Cincinnati Bengals","CIN",8,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5263,28,0,21,12,16,3,NA,NA,NA,176
"JULIOJONES","WR","cbs","Julio Jones","ATL",8,56,NA,NA,NA,NA,NA,NA,NA,NA,111,1499,5.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.8
"EMMANUELSANDERS","WR","cbs","Emmanuel Sanders","DEN",9,57,NA,NA,NA,NA,NA,NA,NA,NA,98,1312,8.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.6
"MIKEEVANS","WR","cbs","Mike Evans","TB",10,58,NA,NA,NA,NA,NA,NA,NA,NA,80,1201,10.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.8
"MATTCASSEL","QB","cbs","Matt Cassel","BUF",30,59,395,234,2670,16.3,12.6,36.6,93,0.6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.2
"JUSTINFORSETT","RB","cbs","Justin Forsett","BAL",12,60,NA,NA,NA,NA,NA,218,1236,5.1,46.6,284,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170
"SANDIEGOCHARGERS","DST","cbs","San Diego Chargers","SD",9,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5969,31,0,15,13,17,3,NA,NA,NA,169
"MELVINGORDON","RB","cbs","Melvin Gordon","SD",13,62,NA,NA,NA,NA,NA,216,986,7.2,42.7,344,1.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.6
"STLOUISRAMS","DST","cbs","St. Louis Rams","STL",10,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5736,48,1,14,17,23,4,NA,NA,NA,168
"GENOSMITH","QB","cbs","Geno Smith","NYJ",31,64,340,199,2327,14.8,13.3,45.3,208,2,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.2
"GREENBAYPACKERS","DST","cbs","Green Bay Packers","GB",11,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5726,49,0,19,12,17,4,NA,NA,NA,167
"PHILADELPHIAEAGLES","DST","cbs","Philadelphia Eagles","PHI",12,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6173,44,0,16,14,19,5,NA,NA,NA,166
"KELVINBENJAMIN","WR","cbs","Kelvin Benjamin","CAR",11,67,NA,NA,NA,NA,NA,NA,NA,NA,79,1094,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165
"AJGREEN","WR","cbs","A.J. Green","CIN",12,68,NA,NA,NA,NA,NA,NA,NA,NA,94,1274,8.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.4
"WASHINGTONREDSKINS","DST","cbs","Washington Redskins","WAS",13,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6269,43,0,15,17,23,4,NA,NA,NA,163
"MIAMIDOLPHINS","DST","cbs","Miami Dolphins","MIA",14,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5303,45,0,19,12,17,4,NA,NA,NA,163
"ROBGRONKOWSKI","TE","cbs","Rob Gronkowski","NE",1,71,NA,NA,NA,NA,NA,NA,NA,NA,78,1090,10.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.8
"NEWYORKGIANTS","DST","cbs","New York Giants","NYG",15,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6452,48,0,18,13,18,3,NA,NA,NA,160
"DALLASCOWBOYS","DST","cbs","Dallas Cowboys","DAL",16,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6144,34,0,17,19,26,3,NA,NA,NA,156
"NEWYORKJETS","DST","cbs","New York Jets","NYJ",17,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5231,50,0,17,11,16,3,NA,NA,NA,156
"ATLANTAFALCONS","DST","cbs","Atlanta Falcons","ATL",18,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5957,29,0,17,15,20,5,NA,NA,NA,155
"TENNESSEETITANS","DST","cbs","Tennessee Titans","TEN",19,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5574,44,0,18,9,13,4,NA,NA,NA,154
"TYHILTON","WR","cbs","T.Y. Hilton","IND",13,77,NA,NA,NA,NA,NA,NA,NA,NA,88,1309,5.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153
"TAMPABAYBUCCANEERS","DST","cbs","Tampa Bay Buccaneers","TB",20,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5980,37,0,16,14,19,4,NA,NA,NA,153
"PITTSBURGHSTEELERS","DST","cbs","Pittsburgh Steelers","PIT",21,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5539,34,1,17,13,18,4,NA,NA,NA,152
"NEWORLEANSSAINTS","DST","cbs","New Orleans Saints","NO",22,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5892,44,0,18,11,15,3,NA,NA,NA,152
"CHICAGOBEARS","DST","cbs","Chicago Bears","CHI",23,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6213,42,0,15,12,16,4,NA,NA,NA,152
"NEWENGLANDPATRIOTS","DST","cbs","New England Patriots","NE",24,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6248,41,0,18,12,16,3,NA,NA,NA,151
"LATAVIUSMURRAY","RB","cbs","Latavius Murray","OAK",14,83,NA,NA,NA,NA,NA,225,978,6.4,29.1,264,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.8
"BRIANHOYER","QB","cbs","Brian Hoyer","HOU",32,84,365,212,2473,13.9,13,23.3,52,0.2,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.8
"ALSHONJEFFERY","WR","cbs","Alshon Jeffery","CHI",14,85,NA,NA,NA,NA,NA,NA,NA,NA,84,1056,8.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.6
"MARKINGRAM","RB","cbs","Mark Ingram","NO",15,86,NA,NA,NA,NA,NA,207,977,7.7,30.1,171,0.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.4
"DETROITLIONS","DST","cbs","Detroit Lions","DET",25,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5377,42,0,17,11,16,3,NA,NA,NA,148
"INDIANAPOLISCOLTS","DST","cbs","Indianapolis Colts","IND",26,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5995,42,1,16,14,19,2,NA,NA,NA,148
"JUSTINTUCKER","K","cbs","Justin Tucker","BAL",1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,37.6,39.9,147.5
"JACKSONVILLEJAGUARS","DST","cbs","Jacksonville Jaguars","JAC",27,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5483,40,0,14,14,19,3,NA,NA,NA,146
"JOIQUEBELL","RB","cbs","Joique Bell","DET",16,91,NA,NA,NA,NA,NA,191,812,6.2,40.4,405,0.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.8
"JULIANEDELMAN","WR","cbs","Julian Edelman","NE",15,92,NA,NA,NA,NA,NA,NA,NA,NA,101,1062,6.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.6
"MASONCROSBY","K","cbs","Mason Crosby","GB",2,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,35.9,43.1,142.1
"ANDREELLINGTON","RB","cbs","Andre Ellington","ARZ",17,94,NA,NA,NA,NA,NA,213,818,3.2,50,458,2.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2
"MINNESOTAVIKINGS","DST","cbs","Minnesota Vikings","MIN",28,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5632,41,0,14,10,14,3,NA,NA,NA,139
"DANCARPENTER","K","cbs","Dan Carpenter","BUF",3,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,35.5,32.8,138.5
"CODYPARKEY","K","cbs","Cody Parkey","PHI",4,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,33.2,43.7,138.2
"ALFREDMORRIS","RB","cbs","Alfred Morris","WAS",18,98,NA,NA,NA,NA,NA,230,1013,6.3,17.4,135,0.6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138
"MATTBRYANT","K","cbs","Matt Bryant","ATL",5,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,32.7,37.4,137.9
"CONNORBARTH","K","cbs","Connor Barth","DEN",6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,32.5,45.7,137.9
"STEPHENGOSTKOWSKI","K","cbs","Stephen Gostkowski","NE",7,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,32.6,41.7,137.8
"MIKEWALLACE","WR","cbs","Mike Wallace","MIN",16,102,NA,NA,NA,NA,NA,NA,NA,NA,64,980,7.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.4
"ADAMVINATIERI","K","cbs","Adam Vinatieri","IND",8,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,33,40.8,137.1
"DENVERBRONCOS","DST","cbs","Denver Broncos","DEN",29,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4931,35,0,17,9,13,3,NA,NA,NA,137
"CHANDLERCATANZARO","K","cbs","Chandler Catanzaro","ARZ",9,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,38.6,30.7,136.7
"JIMMYGRAHAM","TE","cbs","Jimmy Graham","SEA",2,106,NA,NA,NA,NA,NA,NA,NA,NA,60,849,10.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136
"SANFRANCISCO49ERS","DST","cbs","San Francisco 49ers","SF",30,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5891,32,0,18,9,12,3,NA,NA,NA,136
