"name","pos","sourceName","name_nfl","team_nfl","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","returnTds","twoPts","fumbles","points"
"NICKTOON","WR","nfl","Nick Toon","NO I",51,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,5,NA,NA,NA,95.2
"MARQISELEE","WR","nfl","Marqise Lee","JAC",52,136,NA,NA,NA,NA,NA,NA,13,NA,NA,754,3,NA,NA,NA,94.7
"DELANIEWALKER","TE","nfl","Delanie Walker","TEN",11,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,5,NA,NA,NA,94.7
"MALCOMFLOYD","WR","nfl","Malcom Floyd","SD",53,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,4,NA,NA,NA,93.1
"DOUGBALDWIN","WR","nfl","Doug Baldwin","SEA",54,139,NA,NA,NA,NA,NA,NA,10,NA,NA,680,4,NA,NA,NA,93
"HEATHMILLER","TE","nfl","Heath Miller","PIT",12,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,5,NA,NA,NA,91.9
"KYLERUDOLPH","TE","nfl","Kyle Rudolph","MIN",13,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,6,NA,1,NA,91.9
"TERRANCEWILLIAMS","WR","nfl","Terrance Williams","DAL",55,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,5,NA,NA,NA,91.8
"CECILSHORTS","WR","nfl","Cecil Shorts","HOU",56,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,4,NA,NA,NA,91.4
"DUKEJOHNSON","RB","nfl","Duke Johnson","CLE",45,144,NA,NA,NA,NA,NA,NA,420,3,NA,253,1,NA,NA,NA,91.3
"PIERREGARCON","WR","nfl","Pierre Garcon","WAS",57,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,4,NA,NA,NA,91.3
"CORDARRELLEPATTERSON","WR","nfl","Cordarrelle Patterson","MIN",58,146,NA,NA,NA,NA,NA,NA,176,1,NA,429,4,NA,NA,NA,90.5
"MICHAELCRABTREE","WR","nfl","Michael Crabtree","OAK",59,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,4,NA,NA,NA,90.3
"DONTEMONCRIEF","WR","nfl","Donte Moncrief","IND",60,148,NA,NA,NA,NA,NA,NA,22,NA,NA,520,6,NA,NA,NA,90.2
"JONASGRAY","RB","nfl","Jonas Gray","NE",46,149,NA,NA,NA,NA,NA,NA,447,6,NA,34,1,NA,NA,NA,90.1
"RUEBENRANDLE","WR","nfl","Rueben Randle","NYG",61,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,4,NA,NA,NA,89.4
"KENNYSTILLS","WR","nfl","Kenny Stills","MIA",62,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,3,NA,NA,NA,89.4
"ANTONIOGATES","TE","nfl","Antonio Gates","SD",14,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,6,NA,NA,NA,88.8
"MARVINJONES","WR","nfl","Marvin Jones","CIN",63,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,4,NA,NA,NA,87.5
"ROYHELU","RB","nfl","Roy Helu","OAK",47,154,NA,NA,NA,NA,NA,NA,296,3,NA,298,2,NA,NA,1,87.4
"RONNIEHILLMAN","RB","nfl","Ronnie Hillman","DEN",48,155,NA,NA,NA,NA,NA,NA,421,4,NA,203,NA,NA,NA,NA,86.4
"KENNYBRITT","WR","nfl","Kenny Britt","STL",64,156,NA,NA,NA,NA,NA,NA,11,NA,NA,673,3,NA,NA,NA,86.4
"KNILEDAVIS","RB","nfl","Knile Davis","KC",49,157,NA,NA,NA,NA,NA,NA,426,4,NA,156,1,NA,NA,1,86.2
"DANNYAMENDOLA","WR","nfl","Danny Amendola","NE",65,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,2,NA,NA,NA,84
"ANDREWHAWKINS","WR","nfl","Andrew Hawkins","CLE",66,159,NA,NA,NA,NA,NA,NA,13,NA,NA,697,2,NA,NA,NA,83
"DARRENSPROLES","RB","nfl","Darren Sproles","PHI",50,160,NA,NA,NA,NA,NA,NA,254,2,NA,329,2,NA,NA,NA,82.3
"AUSTINSEFERIANJENKINS","TE","nfl","Austin Seferian-Jenkins","TB",15,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,6,NA,NA,NA,82.3
"MONTEEBALL","RB","nfl","Montee Ball","DEN",51,162,NA,NA,NA,NA,NA,NA,364,4,NA,157,1,NA,NA,NA,82.1
"ROBERTGRIFFIN","QB","nfl","Robert Griffin III","WAS",31,163,NA,NA,1005,6,5,NA,176,1,NA,NA,NA,NA,2,NA,81.8
"DAVIDJOHNSON","RB","nfl","David Johnson","ARI",52,164,NA,NA,NA,NA,NA,NA,438,3,NA,219,NA,NA,NA,1,81.7
"JIMMYGAROPPOLO","QB","nfl","Jimmy Garoppolo","NE",32,165,NA,NA,1062,10,6,NA,52,1,NA,NA,NA,NA,NA,NA,81.68
"DANHERRON","RB","nfl","Dan Herron","IND",53,166,NA,NA,NA,NA,NA,NA,408,3,NA,168,1,NA,NA,NA,81.6
"DEANGELOWILLIAMS","RB","nfl","DeAngelo Williams","PIT",54,167,NA,NA,NA,NA,NA,NA,573,2,NA,55,1,NA,NA,NA,80.8
"TYLEREIFERT","TE","nfl","Tyler Eifert","CIN",16,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,5,NA,NA,NA,80.8
"MARKUSWHEATON","WR","nfl","Markus Wheaton","PIT",67,169,NA,NA,NA,NA,NA,NA,15,NA,NA,611,3,NA,NA,NA,80.6
"LARRYDONNELL","TE","nfl","Larry Donnell","NYG",17,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,4,NA,1,NA,80.6
"TERRANCEWEST","RB","nfl","Terrance West","CLE",55,171,NA,NA,NA,NA,NA,NA,448,4,NA,71,1,NA,NA,1,79.9
"STEDMANBAILEY","WR","nfl","Stedman Bailey","STL",68,172,NA,NA,NA,NA,NA,NA,22,NA,NA,595,3,NA,NA,NA,79.7
"ANDREROBERTS","WR","nfl","Andre Roberts","WAS",69,173,NA,NA,NA,NA,NA,NA,15,NA,NA,594,3,NA,NA,NA,78.9
"BERNARDPIERCE","RB","nfl","Bernard Pierce","JAC",56,174,NA,NA,NA,NA,NA,NA,446,4,NA,62,1,NA,NA,1,78.8
"LADARIUSGREEN","TE","nfl","Ladarius Green","SD",18,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,5,NA,NA,NA,78.7
"BRIANHOYER","QB","nfl","Brian Hoyer","HOU",33,176,NA,NA,960,8,2,NA,41,1,NA,NA,NA,NA,1,NA,78.5
"KHIRYROBINSON","RB","nfl","Khiry Robinson","NO",57,177,NA,NA,NA,NA,NA,NA,393,4,NA,91,1,NA,NA,NA,78.4
"DWAYNEALLEN","TE","nfl","Dwayne Allen","IND",19,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,5,NA,1,NA,78.3
"REGGIEBUSH","RB","nfl","Reggie Bush","SF",58,179,NA,NA,NA,NA,NA,NA,355,3,NA,185,2,NA,NA,3,78
"BRIANQUICK","WR","nfl","Brian Quick","STL",70,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,3,NA,NA,NA,78
"JACQUIZZRODGERS","RB","nfl","Jacquizz Rodgers","CHI",59,181,NA,NA,NA,NA,NA,NA,321,2,NA,208,2,NA,NA,NA,76.9
"OWENDANIELS","TE","nfl","Owen Daniels","DEN",20,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,5,NA,NA,NA,76.8
"COLEBEASLEY","WR","nfl","Cole Beasley","DAL",71,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,586,3,NA,NA,NA,76.6
"RYANMALLETT","QB","nfl","Ryan Mallett","HOU",34,184,NA,NA,887,9,3,NA,51,1,NA,NA,NA,NA,NA,NA,76.58
"ANDREWILLIAMS","RB","nfl","Andre Williams","NYG",60,185,NA,NA,NA,NA,NA,NA,524,3,NA,81,NA,NA,1,2,76.5
"EDDIEROYAL","WR","nfl","Eddie Royal","CHI",72,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,3,NA,NA,NA,76.3
"COREYBROWN","WR","nfl","Corey Brown","CAR",73,187,NA,NA,NA,NA,NA,NA,57,NA,NA,464,4,NA,NA,NA,76.1
"JORDANREED","TE","nfl","Jordan Reed","WAS",21,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,3,NA,NA,NA,75.9
"TOBYGERHART","RB","nfl","Toby Gerhart","JAC",61,189,NA,NA,NA,NA,NA,NA,374,4,NA,141,NA,NA,NA,NA,75.5
"JERICKMCKINNON","RB","nfl","Jerick McKinnon","MIN",62,190,NA,NA,NA,NA,NA,NA,437,1,NA,251,NA,NA,NA,NA,74.8
"ERICEBRON","TE","nfl","Eric Ebron","DET",22,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,5,NA,NA,NA,74
"STEVEJOHNSON","WR","nfl","Steve Johnson","SD",74,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,4,NA,NA,NA,73.8
"CHRISCONLEY","WR","nfl","Chris Conley","KC",75,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,3,NA,NA,NA,73.5
"VINCEMAYLE","WR","nfl","Vince Mayle","CLE",76,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,3,NA,NA,NA,73.4
"JOSHHILL","TE","nfl","Josh Hill","NO",23,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,4,NA,NA,NA,73.1
"JAELENSTRONG","WR","nfl","Jaelen Strong","HOU",77,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,2,NA,NA,NA,72.9
"COBYFLEENER","TE","nfl","Coby Fleener","IND",24,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,5,NA,NA,NA,72.7
"CHARLESCLAY","TE","nfl","Charles Clay","BUF",25,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,5,NA,NA,NA,72.1
"GREGJENNINGS","WR","nfl","Greg Jennings","MIA",78,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,3,NA,NA,NA,71.7
"JACEAMARO","TE","nfl","Jace Amaro","NYJ",26,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,5,NA,NA,NA,71.1
"JAREDCOOK","TE","nfl","Jared Cook","STL",27,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,3,NA,NA,NA,70.2
"DORIALGREENBECKHAM","WR","nfl","Dorial Green-Beckham","TEN",79,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,519,3,NA,NA,NA,69.9
"MYCHALRIVERA","TE","nfl","Mychal Rivera","OAK",28,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,4,NA,1,NA,69.8
"JACOBTAMME","TE","nfl","Jacob Tamme","ATL",29,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,5,NA,NA,NA,69.3
"ALLENHURNS","WR","nfl","Allen Hurns","JAC",80,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,569,2,NA,NA,NA,68.9
"DEXTERMCCLUSTER","RB","nfl","Dexter McCluster","TEN",63,206,NA,NA,NA,NA,NA,NA,282,1,NA,221,2,NA,NA,NA,68.3
"DEVINFUNCHESS","WR","nfl","Devin Funchess","CAR",81,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,3,NA,NA,NA,68.1
"MAXXWILLIAMS","TE","nfl","Maxx Williams","BAL",30,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,4,NA,1,NA,68.1
"BOBBYRAINEY","RB","nfl","Bobby Rainey","TB",64,209,NA,NA,NA,NA,NA,NA,241,3,NA,219,1,NA,NA,1,68
"TAVONAUSTIN","WR","nfl","Tavon Austin","STL",82,210,NA,NA,NA,NA,NA,NA,263,1,NA,297,1,NA,NA,NA,68
"BRIANHARTLINE","WR","nfl","Brian Hartline","CLE",83,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,2,NA,NA,NA,65.9
"THEORIDDICK","RB","nfl","Theo Riddick","DET",65,212,NA,NA,NA,NA,NA,NA,301,1,NA,228,1,NA,NA,NA,64.9
"CHRISTINEMICHAEL","RB","nfl","Christine Michael","SEA",66,213,NA,NA,NA,NA,NA,NA,375,4,NA,32,NA,NA,NA,NA,64.7
"MARQUESSWILSON","WR","nfl","Marquess Wilson","CHI",84,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,2,NA,NA,NA,64.2
"GARRETTGRAHAM","TE","nfl","Garrett Graham","HOU",31,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,3,NA,NA,NA,63.9
"ANDREHOLMES","WR","nfl","Andre Holmes","OAK",85,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,3,NA,NA,NA,63
"GAVINESCOBAR","TE","nfl","Gavin Escobar","DAL",32,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,4,NA,1,NA,62.8
"HAKEEMNICKS","WR","nfl","Hakeem Nicks","TEN",86,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,3,NA,NA,NA,62.1
"MATTCASSEL","QB","nfl","Matt Cassel","BUF",35,219,NA,NA,1042,7,6,NA,23,NA,NA,NA,NA,NA,1,NA,61.98
"JAVORIUSALLEN","RB","nfl","Javorius Allen","BAL",67,220,NA,NA,NA,NA,NA,NA,265,3,NA,128,1,NA,NA,1,61.3
"ALBERTWILSON","WR","nfl","Albert Wilson","KC",87,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,2,NA,NA,NA,61.1
"JERMAINEKEARSE","WR","nfl","Jermaine Kearse","SEA",88,222,NA,NA,NA,NA,NA,NA,16,NA,NA,473,2,NA,NA,NA,60.9
"CODYLATIMER","WR","nfl","Cody Latimer","DEN",89,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,4,NA,NA,NA,60.5
"NATEWASHINGTON","WR","nfl","Nate Washington","HOU",90,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,2,NA,NA,NA,60.5
"PHILLIPDORSETT","WR","nfl","Phillip Dorsett","IND",91,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,2,NA,NA,NA,58.9
"STEVANRIDLEY","RB","nfl","Stevan Ridley","NYJ",68,226,NA,NA,NA,NA,NA,NA,409,2,NA,57,NA,NA,NA,NA,58.6
"JEREMYLANGFORD","RB","nfl","Jeremy Langford","CHI",69,227,NA,NA,NA,NA,NA,NA,254,2,NA,146,1,NA,NA,NA,58
"ZACSTACY","RB","nfl","Zac Stacy","NYJ",70,228,NA,NA,NA,NA,NA,NA,238,3,NA,102,1,NA,NA,NA,58
"RODSTREATER","WR","nfl","Rod Streater","OAK",92,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,3,NA,NA,NA,58
"BRANDENOLIVER","RB","nfl","Branden Oliver","SD",71,230,NA,NA,NA,NA,NA,NA,256,1,NA,203,1,NA,NA,NA,57.9
"DEVINSMITH","WR","nfl","Devin Smith","NYJ",93,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,2,NA,NA,NA,57
"JAMESJONES","WR","nfl","James Jones","NYG",94,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,2,NA,NA,NA,55.7
"CHRISPOLK","RB","nfl","Chris Polk","HOU",72,233,NA,NA,NA,NA,NA,NA,326,1,NA,130,1,NA,NA,1,55.6
"LANCEKENDRICKS","TE","nfl","Lance Kendricks","STL",33,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,3,NA,NA,NA,55.6
"LORENZOTALIAFERRO","RB","nfl","Lorenzo Taliaferro","BAL",73,235,NA,NA,NA,NA,NA,NA,343,2,NA,92,NA,NA,NA,NA,55.5
"SAMMIECOATES","WR","nfl","Sammie Coates","PIT",95,236,NA,NA,NA,NA,NA,NA,8,NA,NA,427,2,NA,NA,NA,55.5
"JUSTINHUNTER","WR","nfl","Justin Hunter","TEN",96,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,2,NA,NA,NA,55.5
"AARONDOBSON","WR","nfl","Aaron Dobson","NE",97,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,3,NA,NA,NA,55.3
"DAMIENWILLIAMS","RB","nfl","Damien Williams","MIA",74,239,NA,NA,NA,NA,NA,NA,320,1,NA,171,NA,NA,NA,NA,55.1
"CHRISHOGAN","WR","nfl","Chris Hogan","BUF",98,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,2,NA,NA,NA,53.6
"TYLERLOCKETT","WR","nfl","Tyler Lockett","SEA",99,241,NA,NA,NA,NA,NA,NA,36,NA,NA,437,1,NA,NA,NA,53.3
"REGGIEWAYNE","WR","nfl","Reggie Wayne","NE",100,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,1,NA,NA,NA,53.3
"JARIUSWRIGHT","WR","nfl","Jarius Wright","MIN",101,243,NA,NA,NA,NA,NA,NA,62,NA,NA,348,2,NA,NA,NA,53
"DENARDROBINSON","RB","nfl","Denard Robinson","JAC",75,244,NA,NA,NA,NA,NA,NA,344,1,NA,84,1,NA,NA,1,52.8
"JAMESWHITE","RB","nfl","James White","NE",76,245,NA,NA,NA,NA,NA,NA,182,1,NA,217,1,NA,NA,NA,51.9
"CAMERONARTISPAYNE","RB","nfl","Cameron Artis-Payne","CAR",77,246,NA,NA,NA,NA,NA,NA,295,2,NA,99,NA,NA,NA,NA,51.4
"DRIARCHER","RB","nfl","Dri Archer","PIT",78,247,NA,NA,NA,NA,NA,NA,190,1,NA,141,2,NA,NA,NA,51.1
"ROBERTTURBIN","RB","nfl","Robert Turbin","SEA",79,248,NA,NA,NA,NA,NA,NA,213,1,NA,172,1,NA,NA,NA,50.5
"RILEYCOOPER","WR","nfl","Riley Cooper","PHI",102,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,2,NA,NA,NA,50.5
"HARRYDOUGLAS","WR","nfl","Harry Douglas","TEN",103,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,1,NA,NA,NA,50.1
"STEPFANTAYLOR","RB","nfl","Stepfan Taylor","ARI",80,251,NA,NA,NA,NA,NA,NA,197,3,NA,120,NA,NA,NA,NA,49.7
"JAYAJAYI","RB","nfl","Jay Ajayi","MIA",81,252,NA,NA,NA,NA,NA,NA,201,2,NA,193,NA,NA,NA,1,49.4
"RICHARDRODGERS","TE","nfl","Richard Rodgers","GB",34,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,3,NA,1,NA,49.1
"ANTONESMITH","RB","nfl","Antone Smith","ATL",82,254,NA,NA,NA,NA,NA,NA,180,2,NA,127,1,NA,NA,NA,48.7
"LEONARDHANKERSON","WR","nfl","Leonard Hankerson","ATL",104,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,2,NA,NA,NA,48.5
"MARCELREECE","RB","nfl","Marcel Reece","OAK",83,256,NA,NA,NA,NA,NA,NA,111,2,NA,190,1,NA,NA,NA,48.1
"JERRICHOCOTCHERY","WR","nfl","Jerricho Cotchery","CAR",105,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,1,NA,NA,NA,48
"JORDANTODMAN","RB","nfl","Jordan Todman","CAR",84,258,NA,NA,NA,NA,NA,NA,256,1,NA,183,NA,NA,NA,1,47.9
"JERMAINEGRESHAM","TE","nfl","Jermaine Gresham","ARI",35,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,2,NA,NA,NA,47.4
"TIMWRIGHT","TE","nfl","Timothy Wright","DET",36,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,3,NA,NA,NA,47.2
"MARCEDESLEWIS","TE","nfl","Marcedes Lewis","JAC",37,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,2,NA,NA,NA,46.8
"FOZZYWHITTAKER","RB","nfl","Fozzy Whittaker","CAR",85,262,NA,NA,NA,NA,NA,NA,275,1,NA,126,NA,NA,NA,NA,46.1
"JUSTINHARDY","WR","nfl","Justin Hardy","ATL",106,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,1,NA,NA,NA,45.6
"LUKEWILLSON","TE","nfl","Luke Willson","SEA",38,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,3,NA,NA,NA,45.5
"KERWYNNWILLIAMS","RB","nfl","Kerwynn Williams","ARI",86,265,NA,NA,NA,NA,NA,NA,217,2,NA,45,1,NA,NA,NA,44.2
"JEFFCUMBERLAND","TE","nfl","Jeff Cumberland","NYJ",39,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,2,NA,NA,NA,43.8
"BENNYCUNNINGHAM","RB","nfl","Benny Cunningham","STL",87,267,NA,NA,NA,NA,NA,NA,134,1,NA,200,1,NA,NA,1,43.4
"DEANTHONYTHOMAS","RB","nfl","De'Anthony Thomas","KC",88,268,NA,NA,NA,NA,NA,NA,117,1,NA,125,2,NA,NA,NA,42.2
"KEVINWHITE","WR","nfl","Kevin White","CHI",107,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,2,NA,NA,NA,42.1
