"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50","points"
"COBYFLEENER","TE","yahoo","Coby Fleener","IND",20,232,0,0,0,0,0,0,39.4,63.3,475,5.3,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.48
"ANTONIOGATES","TE","yahoo","Antonio Gates","SD",21,233,0,0,0,0,0,0,42.4,63.2,514,4.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.75
"VERNONDAVIS","TE","yahoo","Vernon Davis","SF",22,234,0,0,0,0,0,0,44.9,71.6,584,3.5,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.66
"DWAYNEBOWE","WR","yahoo","Dwayne Bowe","CLE",69,235,0,0,0,0,0,0,49.3,90.2,621,2.8,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.99
"DARRENSPROLES","RB","yahoo","Darren Sproles","PHI",49,236,0,0,0,51,235,1.6,39.8,51.9,324,1.3,1,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.94
"LEONARDHANKERSON","WR","yahoo","Leonard Hankerson","ATL",70,237,0,0,0,0,0,0,44.4,67.1,569,3.5,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.94
"DARRENMCFADDEN","RB","yahoo","Darren McFadden","DAL",50,238,0,0,0,117,460,4,8.1,9.9,65.7,0.4,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9
"CHARLESCLAY","TE","yahoo","Charles Clay","BUF",23,239,0,0,0,0,0,0,50.1,78.9,547,3.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.69
"JAMESWHITE","RB","yahoo","James White","NE",51,240,0,0,0,66.1,279,1.8,37.7,49.1,301,1.6,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.66
"WASHINGTONREDSKINS","DST","yahoo","Washington Redskins","WAS",31,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,0.2,10.7,9.9,0.5,3.2,NA,NA,NA,NA,NA,77.58
"RICHARDRODGERS","TE","yahoo","Richard Rodgers","GB",24,242,0,0,0,0,0,0,41.4,60.6,474,5,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.33
"ANDREWILLIAMS","RB","yahoo","Andre Williams","NYG",52,243,0,0,0,117,476,3.4,8.8,11.6,69.5,0.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.92
"KNILEDAVIS","RB","yahoo","Knile Davis","KC",53,244,0,0,0,86,340,3.7,15.5,19.8,113,0.6,1.2,0.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.34
"DEXTERMCCLUSTER","RB","yahoo","Dexter McCluster","TEN",54,245,0,0,0,45.8,188,1,38.8,48.9,355,1.4,1.3,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8
"COLEBEASLEY","WR","yahoo","Cole Beasley","DAL",71,246,0,0,0,0,0,0,44.2,69.3,525,3.6,0.1,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.78
"PHILLIPDORSETT","WR","yahoo","Phillip Dorsett","IND",72,247,0,0,0,3.9,25.7,0.1,36.8,57.6,449,3.4,0.9,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.08
"TAVONAUSTIN","WR","yahoo","Tavon Austin","STL",73,248,0,0,0,22.3,167,0.5,32.3,52,341,1.5,1.7,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.57
"BENJAMINWATSON","TE","yahoo","Benjamin Watson","NO",25,249,0,0,0,0,0,0,41.4,64.4,472,4.2,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.85
"KAMARAIKEN","WR","yahoo","Kamar Aiken","BAL",74,250,0,0,0,0,0,0,38.7,59.9,506,3.4,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.82
"JACOBTAMME","TE","yahoo","Jacob Tamme","ATL",26,251,0,0,0,0,0,0,45.1,67.1,492,3.5,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.71
"DWAYNEALLEN","TE","yahoo","Dwayne Allen","IND",27,252,0,0,0,0,0,0,38.2,57.6,419,4.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.24
"ANDREWHAWKINS","WR","yahoo","Andrew Hawkins","CLE",75,253,0,0,0,6.8,44.9,0.2,50.4,81.1,518,1.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.04
"JACEAMARO","TE","yahoo","Jace Amaro","NYJ",28,254,0,0,0,0,0,0,44.8,66.2,493,3.2,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.99
"DAVIDJOHNSON","RB","yahoo","David Johnson","ARZ",55,255,0,0,0,61.7,251,2,29.3,35.7,236,1.1,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.97
"ROBERTWOODS","WR","yahoo","Robert Woods","BUF",76,256,0,0,0,0,0,0,37.1,65.7,492,2.8,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.86
"RONNIEHILLMAN","RB","yahoo","Ronnie Hillman","DEN",56,257,0,0,0,85.7,352,2.8,14,17.4,115,0.6,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.74
"REGGIEWAYNE","WR","yahoo","Reggie Wayne","NE",77,258,0,0,0,0,0,0,39.7,61.8,504,2.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7
"DENARDROBINSON","RB","yahoo","Denard Robinson","JAC",57,259,0,0,0,74.1,304,1.6,29,35.6,200,0.8,0.4,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.64
"DORIALGREENBECKHAM","WR","yahoo","Dorial Green-Beckham","TEN",78,260,0,0,0,0,0,0,31.8,55.3,449,3.3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.52
"JIMMYGAROPPOLO","QB","yahoo","Jimmy Garoppolo","NE",35,261,971,6.1,4.2,12.5,37.6,0.4,0,0,0,0,0,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.44
"ANDREROBERTS","WR","yahoo","Andre Roberts","WAS",79,262,0,0,0,1.9,12.6,0,34.9,56,433,2.3,1,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.21
"MAXXWILLIAMS","TE","yahoo","Maxx Williams","BAL",29,263,0,0,0,0,0,0,37.2,54.6,435,3.5,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.14
"BILALPOWELL","RB","yahoo","Bilal Powell","NYJ",58,264,0,0,0,60.4,246,1.3,31.4,40.7,249,0.9,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.77
"COREYBROWN","WR","yahoo","Corey Brown","CAR",80,265,0,0,0,6.8,44.9,0.1,29.1,49.9,428,2.5,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.49
"CECILSHORTS","WR","yahoo","Cecil Shorts III","HOU",81,266,0,0,0,0,0,0,35.2,62,449,2.6,0.4,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.38
"FREDJACKSON","RB","yahoo","Fred Jackson","BUF",59,267,0,0,0,69,294,2.3,20,26.3,157,0.7,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.18
"MATTJONES","RB","yahoo","Matt Jones","WAS",60,268,0,0,0,55.5,205,1.9,31.6,40.8,245,1,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.92
"GREGJENNINGS","WR","yahoo","Greg Jennings","MIA",82,269,0,0,0,0,0,0,32.5,48.7,452,2.8,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5
"BRIANHARTLINE","WR","yahoo","Brian Hartline","CLE",83,270,0,0,0,0,0,0,34.6,63.1,470,2.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.71
"LADARIUSGREEN","TE","yahoo","Ladarius Green","SD",30,271,0,0,0,0,0,0,33.9,49.6,420,3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.66
"OAKLANDRAIDERS","DST","yahoo","Oakland Raiders","OAK",32,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,0.2,8.7,4.6,0.5,2.3,NA,NA,NA,NA,NA,59.6
"TEDGINN","WR","yahoo","Ted Ginn Jr.","CAR",84,273,0,0,0,4.5,29.9,0.1,24.1,43,347,2.1,1.3,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.13
"BENNYCUNNINGHAM","RB","yahoo","Benny Cunningham","STL",61,274,0,0,0,35.3,149,0.8,36.7,44.6,300,1.1,0.4,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.07
"JOSHHILL","TE","yahoo","Josh Hill","NO",31,275,0,0,0,0,0,0,31.2,46.8,333,3.9,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.18
"DAVIDCOBB","RB","yahoo","David Cobb","TEN",62,276,0,0,0,83.9,352,2.6,5.8,7.3,46.2,0.2,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.71
"JERICKMCKINNON","RB","yahoo","Jerick McKinnon","MIN",63,277,0,0,0,59,273,1.3,23,29.1,176,0.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.61
"DEANTHONYTHOMAS","RB","yahoo","De'Anthony Thomas","KC",64,278,0,0,0,15,89.8,0.4,28.8,44.6,218,1.9,2,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.59
"DANIELHERRON","RB","yahoo","Daniel Herron","IND",65,279,0,0,0,50.6,210,1.3,23.9,28.8,200,1.1,0.3,0.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.15
"KEVINWHITE","WR","yahoo","Kevin White","CHI",85,280,0,0,0,0,0,0,27.9,48.5,390,2.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.36
"TERRANCEWEST","RB","yahoo","Terrance West","CLE",66,281,0,0,0,76.3,327,2.6,7,9,56.4,0.2,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.09
"MYCHALRIVERA","TE","yahoo","Mychal Rivera","OAK",32,282,0,0,0,0,0,0,36,54.4,414,2.3,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.06
"DEANGELOWILLIAMS","RB","yahoo","DeAngelo Williams","PIT",67,283,0,0,0,83.3,383,1.3,7.8,9.9,63.9,0.3,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.65
"MARQISELEE","WR","yahoo","Marqise Lee","JAC",86,284,0,0,0,0,0,0,34.2,55.9,399,2.3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28
"HARRYDOUGLAS","WR","yahoo","Harry Douglas","TEN",87,285,0,0,0,0,0,0,32.3,52,397,2.2,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.07
"MIKETOLBERT","RB","yahoo","Mike Tolbert","CAR",68,286,0,0,0,45.3,172,2.2,22.1,28.7,161,1.1,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.84
"DONTEMONCRIEF","WR","yahoo","Donte Moncrief","IND",88,287,0,0,0,3.9,25.7,0.1,24.9,40.3,341,2.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.59
"JAMESSTARKS","RB","yahoo","James Starks","GB",69,288,0,0,0,65.5,287,1.2,15.5,20.2,123,0.8,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.48
"CHRISCONLEY","WR","yahoo","Chris Conley","KC",89,289,0,0,0,0,0,0,31,49.2,378,2.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.71
"JERRICHOCOTCHERY","WR","yahoo","Jerricho Cotchery","CAR",90,290,0,0,0,0,0,0,29.6,47.8,382,2.1,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.68
"TAYLORGABRIEL","WR","yahoo","Taylor Gabriel","CLE",91,291,0,0,0,2.3,15,0.1,27.6,49.6,382,1.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.45
"RODSTREATER","WR","yahoo","Rod Streater","OAK",92,292,0,0,0,0,0,0,29.4,48.9,399,1.7,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6
"JARIUSWRIGHT","WR","yahoo","Jarius Wright","MIN",93,293,0,0,0,3.9,26,0.1,26.9,43.7,352,1.8,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.22
"MOHAMEDSANU","WR","yahoo","Mohamed Sanu","CIN",94,294,0,0,0,9.3,61.1,0.2,25.5,42.7,281,2.2,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.42
"ROBHOUSLER","TE","yahoo","Rob Housler","CLE",33,295,0,0,0,0,0,0,31.8,49.6,369,1.9,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.06
"JAELENSTRONG","WR","yahoo","Jaelen Strong","HOU",95,296,0,0,0,0,0,0,28.2,46.9,365,2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.02
"MONTEEBALL","RB","yahoo","Montee Ball","DEN",70,297,0,0,0,58.7,245,2.6,7,8.7,56.9,0.3,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.96
"HAKEEMNICKS","WR","yahoo","Hakeem Nicks","TEN",96,298,0,0,0,0,0,0,24.9,41.8,340,2.1,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.69
"CHRISJOHNSON","RB","yahoo","Chris Johnson","ARZ",71,299,0,0,0,69.4,297,1.4,8.7,11,70.5,0.3,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4
"ROBERTTURBIN","RB","yahoo","Robert Turbin","SEA",72,300,0,0,0,66.9,269,1.3,10,12.4,81.2,0.5,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.42
"RILEYCOOPER","WR","yahoo","Riley Cooper","PHI",97,301,0,0,0,0,0,0,21.7,36.4,312,2.3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.97
"KIRKCOUSINS","QB","yahoo","Kirk Cousins","WAS",36,302,786,3.8,4,4,11.9,0.2,0,0,0,0,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.57
"CAMERONARTISPAYNE","RB","yahoo","Cameron Artis-Payne","CAR",73,303,0,0,0,67.9,284,1.7,5.7,7.2,46,0.2,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.35
"ALBERTWILSON","WR","yahoo","Albert Wilson","KC",98,304,0,0,0,0,0,0,28.4,45,330,1.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.31
"JEFFJANIS","WR","yahoo","Jeff Janis","GB",99,305,0,0,0,0,0,0,18,28.9,285,2.4,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.52
"JOSHROBINSON","RB","yahoo","Josh Robinson","IND",74,306,0,0,0,46.7,195,1.3,14.1,17.3,117,0.7,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.36
"NICKTOON","WR","yahoo","Nick Toon","NO",100,307,0,0,0,0,0,0,19.2,29.3,317,1.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.34
"BRENTCELEK","TE","yahoo","Brent Celek","PHI",34,308,0,0,0,0,0,0,24.3,36.4,269,2.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.12
"DANNYAMENDOLA","WR","yahoo","Danny Amendola","NE",101,309,0,0,0,0,0,0,28.2,40.3,292,1.9,0.3,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.04
"ANDREHOLMES","WR","yahoo","Andre Holmes","OAK",102,310,0,0,0,0,0,0,22.3,38,325,1.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.56
"KHIRYROBINSON","RB","yahoo","Khiry Robinson","NO",75,311,0,0,0,48.9,212,1.8,9.6,11.7,78,0.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.48
"DAMIENWILLIAMS","RB","yahoo","Damien Williams","MIA",76,312,0,0,0,48.4,189,1.4,13.1,16.4,105,0.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.51
"CORDARRELLEPATTERSON","WR","yahoo","Cordarrelle Patterson","MIN",103,313,0,0,0,7.9,52,0.2,17.6,29.1,212,1.3,0.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4
"THEORIDDICK","RB","yahoo","Theo Riddick","DET",77,314,0,0,0,17.8,69.1,0.4,27.7,36.1,237,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.84
"GARRETTGRAHAM","TE","yahoo","Garrett Graham","HOU",35,315,0,0,0,0,0,0,26.4,40.3,289,1.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.67
"PATRICKMURRAY","K","yahoo","Patrick Murray","TB",33,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,1.2,2.6,2.4,1.7,39.66
"LANCEKENDRICKS","TE","yahoo","Lance Kendricks","STL",36,317,0,0,0,0,0,0,25.6,37.8,276,2,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.57
"LOUISMURPHY","WR","yahoo","Louis Murphy","TB",104,318,0,0,0,0,0,0,19.7,36.1,287,1.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.29
"MATTCASSEL","QB","yahoo","Matt Cassel","BUF",37,319,630,3.7,3.2,8.8,26.4,0.3,0,0,0,0,0,0.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9
"GAVINESCOBAR","TE","yahoo","Gavin Escobar","DAL",37,320,0,0,0,0,0,0,16.6,24.7,202,3.1,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.77
"CLIVEWALFORD","TE","yahoo","Clive Walford","OAK",38,321,0,0,0,0,0,0,25,38,294,1.6,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.57
"BRANDENOLIVER","RB","yahoo","Branden Oliver","SD",78,322,0,0,0,52.1,213,1.3,8.6,10.6,71.6,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.82
"JONATHANGRIMES","RB","yahoo","Jonathan Grimes","HOU",79,323,0,0,0,52.3,203,0.9,11.5,14.4,93.9,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.99
"QUINTONPATTON","WR","yahoo","Quinton Patton","SF",105,324,0,0,0,2.1,13.8,0,20.6,32.9,279,1.2,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.14
"DEVINHESTER","WR","yahoo","Devin Hester","ATL",106,325,0,0,0,7.7,50.6,0.2,11,16.8,146,0.9,1.7,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11
"STEDMANBAILEY","WR","yahoo","Stedman Bailey","STL",107,326,0,0,0,0,0,0,22.3,35.4,288,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.04
"JERMAINEGRESHAM","TE","yahoo","Jermaine Gresham","ARZ",39,327,0,0,0,0,0,0,24.2,32.9,252,1.9,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.83
"JAVORIUSALLEN","RB","yahoo","Javorius Allen","BAL",80,328,0,0,0,38.1,164,1.1,12.4,15.6,98.8,0.5,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.28
"JEREMYKERLEY","WR","yahoo","Jeremy Kerley","NYJ",108,329,0,0,0,1.7,11.5,0,20.5,30.9,239,1,0.6,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.89
"CROCKETTGILLMORE","TE","yahoo","Crockett Gillmore","BAL",40,330,0,0,0,0,0,0,20.1,28.7,229,2,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.62
"MARQUESSWILSON","WR","yahoo","Marquess Wilson","CHI",109,331,0,0,0,0,0,0,20.3,34,252,1.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.49
"JAMISONCROWDER","WR","yahoo","Jamison Crowder","WAS",110,332,0,0,0,0,0,0,23.2,35.7,275,1.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.17
"DARRENFELLS","TE","yahoo","Darren Fells","ARZ",41,333,0,0,0,0,0,0,19.8,27.4,226,1.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.04
"DIONSIMS","TE","yahoo","Dion Sims","MIA",42,334,0,0,0,0,0,0,20.1,30.1,219,1.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.23
"JEREMYLANGFORD","RB","yahoo","Jeremy Langford","CHI",81,335,0,0,0,57.7,232,1.3,2.2,2.8,17.8,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.16
"ANDREWQUARLESS","TE","yahoo","Andrew Quarless","GB",43,336,0,0,0,0,0,0,17.1,25.2,188,2.1,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.47
"MARLONBROWN","WR","yahoo","Marlon Brown","BAL",111,337,0,0,0,0,0,0,17.6,27.4,220,1.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.44
"MARCEDESLEWIS","TE","yahoo","Marcedes Lewis","JAC",44,338,0,0,0,0,0,0,19.3,30.5,219,1.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.95
"VIRGILGREEN","TE","yahoo","Virgil Green","DEN",45,339,0,0,0,0,0,0,20.5,29,190,2,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.87
"TOBYGERHART","RB","yahoo","Toby Gerhart","JAC",82,340,0,0,0,27.9,114,0.6,16.4,20.3,128,0.6,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.63
"JAYAJAYI","RB","yahoo","Jay Ajayi","MIA",83,341,0,0,0,36.3,152,1.2,8.7,10.9,69.7,0.3,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.59
"JUSTINHARDY","WR","yahoo","Justin Hardy","ATL",112,342,0,0,0,0,0,0,18.8,28,226,1.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9
"CHRISMATTHEWS","WR","yahoo","Chris Matthews","SEA",113,343,0,0,0,0,0,0,13.6,22.7,198,1.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9
"STEVANRIDLEY","RB","yahoo","Stevan Ridley","NYJ",84,344,0,0,0,52.3,217,1.2,1.2,1.6,9.7,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.46
"COREYFULLER","WR","yahoo","Corey Fuller","DET",114,345,0,0,0,4,26.4,0.1,13.2,22.2,199,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.36
"JACQUIZZRODGERS","RB","yahoo","Jacquizz Rodgers","CHI",85,346,0,0,0,30.8,122,0.6,13.3,16.6,111,0.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.35
"MATTASIATA","RB","yahoo","Matt Asiata","MIN",86,347,0,0,0,19.7,78.8,1,15.4,19.4,114,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2
"DRIARCHER","WR","yahoo","Dri Archer","PIT",115,348,0,0,0,16,62.3,0.2,19.6,26.1,161,0.8,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2
"JUSTINHUNTER","WR","yahoo","Justin Hunter","TEN",116,349,0,0,0,0,0,0,13.4,23.1,201,1.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6
